WeekBeginning,WeekEnding,AgeGroup,Pathogen,RatePer100000
20161107,20161113,1-4 years,Influenza - Type A(H1N1)pdm09,0
20161107,20161113,1-4 years,Influenza - Type A(H3),0
20161107,20161113,1-4 years,Influenza - Type B,0.4
20161107,20161113,1-4 years,Mycoplasma pneumoniae,1.7
20161107,20161113,1-4 years,Parainfluenza virus,6
20161107,20161113,1-4 years,Respiratory syncytial virus,56.5
20161107,20161113,1-4 years,Rhinovirus,25.5
20161107,20161113,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),2.2
20161107,20161113,5-14 years,Adenovirus,0.9
20161107,20161113,5-14 years,Human metapneumovirus,0.2
20161107,20161113,5-14 years,Influenza - Type A (any subtype),0
20161107,20161113,5-14 years,Influenza - Type A (not subtyped),0
20161107,20161113,5-14 years,Influenza - Type A or B,0
20161107,20161113,5-14 years,Influenza - Type A(H1N1)pdm09,0
20161107,20161113,5-14 years,Influenza - Type A(H3),0
20161107,20161113,5-14 years,Influenza - Type B,0
20161107,20161113,5-14 years,Mycoplasma pneumoniae,1.7
20161107,20161113,5-14 years,Parainfluenza virus,0.7
20161107,20161113,5-14 years,Respiratory syncytial virus,2.3
20161107,20161113,5-14 years,Rhinovirus,3.3
20161107,20161113,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20161107,20161113,15-44 years,Adenovirus,0.1
20161107,20161113,15-44 years,Human metapneumovirus,0.1
20161107,20161113,15-44 years,Influenza - Type A (any subtype),0.1
20161107,20161113,15-44 years,Influenza - Type A (not subtyped),0
20161107,20161113,15-44 years,Influenza - Type A or B,0.1
20161107,20161113,15-44 years,Influenza - Type A(H1N1)pdm09,0
20161107,20161113,15-44 years,Influenza - Type A(H3),0
20161107,20161113,15-44 years,Influenza - Type B,0
20161107,20161113,15-44 years,Mycoplasma pneumoniae,0.3
20161107,20161113,15-44 years,Parainfluenza virus,0.1
20161107,20161113,15-44 years,Respiratory syncytial virus,0.4
20161107,20161113,15-44 years,Rhinovirus,0.8
20161107,20161113,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.1
20161107,20161113,45-64 years,Adenovirus,0.4
20161107,20161113,45-64 years,Human metapneumovirus,0.1
20161107,20161113,45-64 years,Influenza - Type A (any subtype),0.1
20161107,20161113,45-64 years,Influenza - Type A (not subtyped),0
20161107,20161113,45-64 years,Influenza - Type A or B,0.1
20161107,20161113,45-64 years,Influenza - Type A(H1N1)pdm09,0
20161107,20161113,45-64 years,Influenza - Type A(H3),0.1
20161107,20161113,45-64 years,Influenza - Type B,0
20161107,20161113,45-64 years,Mycoplasma pneumoniae,0.1
20161107,20161113,45-64 years,Parainfluenza virus,0.3
20161107,20161113,45-64 years,Respiratory syncytial virus,0.5
20161107,20161113,45-64 years,Rhinovirus,1.1
20161107,20161113,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.1
20161107,20161113,65-74 years,Adenovirus,0.2
20161107,20161113,65-74 years,Human metapneumovirus,0.4
20161107,20161113,65-74 years,Influenza - Type A (any subtype),0.7
20161107,20161113,65-74 years,Influenza - Type A (not subtyped),0.2
20161107,20161113,65-74 years,Influenza - Type A or B,0.7
20161107,20161113,65-74 years,Influenza - Type A(H1N1)pdm09,0
20161107,20161113,65-74 years,Influenza - Type A(H3),0.5
20161107,20161113,65-74 years,Influenza - Type B,0
20161107,20161113,65-74 years,Mycoplasma pneumoniae,0.2
20161107,20161113,65-74 years,Parainfluenza virus,0.5
20161107,20161113,65-74 years,Respiratory syncytial virus,1.3
20161107,20161113,65-74 years,Rhinovirus,1.6
20161107,20161113,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20161107,20161113,75+ years,Adenovirus,0.5
20161107,20161113,75+ years,Human metapneumovirus,0.2
20161107,20161113,75+ years,Influenza - Type A (any subtype),0.9
20161107,20161113,75+ years,Influenza - Type A (not subtyped),0
20161107,20161113,75+ years,Influenza - Type A or B,0.9
20161107,20161113,75+ years,Influenza - Type A(H1N1)pdm09,0
20161107,20161113,75+ years,Influenza - Type A(H3),0.9
20161107,20161113,75+ years,Influenza - Type B,0
20161107,20161113,75+ years,Mycoplasma pneumoniae,0.7
20161107,20161113,75+ years,Parainfluenza virus,0.5
20161107,20161113,75+ years,Respiratory syncytial virus,2.9
20161107,20161113,75+ years,Rhinovirus,4.3
20161107,20161113,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0
20161114,20161120,<1 years,Adenovirus,1.8
20161114,20161120,<1 years,Human metapneumovirus,1.8
20161114,20161120,<1 years,Influenza - Type A (any subtype),1.8
20161114,20161120,<1 years,Influenza - Type A (not subtyped),0
20161114,20161120,<1 years,Influenza - Type A or B,1.8
20161114,20161120,<1 years,Influenza - Type A(H1N1)pdm09,0
20161114,20161120,<1 years,Influenza - Type A(H3),1.8
20161114,20161120,<1 years,Influenza - Type B,0
20161114,20161120,<1 years,Mycoplasma pneumoniae,5.4
20161114,20161120,<1 years,Parainfluenza virus,7.2
20161114,20161120,<1 years,Respiratory syncytial virus,149.5
20161114,20161120,<1 years,Rhinovirus,45
20161114,20161120,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20161114,20161120,1-4 years,Adenovirus,12.5
20161114,20161120,1-4 years,Human metapneumovirus,0.9
20161114,20161120,1-4 years,Influenza - Type A (any subtype),0
20161114,20161120,1-4 years,Influenza - Type A (not subtyped),0
20161114,20161120,1-4 years,Influenza - Type A or B,0
20161114,20161120,1-4 years,Influenza - Type A(H1N1)pdm09,0
20161114,20161120,1-4 years,Influenza - Type A(H3),0
20161114,20161120,1-4 years,Influenza - Type B,0
20161114,20161120,1-4 years,Mycoplasma pneumoniae,2.6
20161114,20161120,1-4 years,Parainfluenza virus,3.5
20161114,20161120,1-4 years,Respiratory syncytial virus,54.8
20161114,20161120,1-4 years,Rhinovirus,28.5
20161114,20161120,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),0.4
20161114,20161120,5-14 years,Adenovirus,0.9
20161114,20161120,5-14 years,Human metapneumovirus,0.3
20161114,20161120,5-14 years,Influenza - Type A (any subtype),0
20161114,20161120,5-14 years,Influenza - Type A (not subtyped),0
20161114,20161120,5-14 years,Influenza - Type A or B,0
20161114,20161120,5-14 years,Influenza - Type A(H1N1)pdm09,0
20161114,20161120,5-14 years,Influenza - Type A(H3),0
20161114,20161120,5-14 years,Influenza - Type B,0
20161114,20161120,5-14 years,Mycoplasma pneumoniae,0.7
20161114,20161120,5-14 years,Parainfluenza virus,0.5
20161114,20161120,5-14 years,Respiratory syncytial virus,2.3
20161114,20161120,5-14 years,Rhinovirus,3.7
20161114,20161120,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.3
20161114,20161120,15-44 years,Adenovirus,0.4
20161114,20161120,15-44 years,Human metapneumovirus,0
20161114,20161120,15-44 years,Influenza - Type A (any subtype),0.1
20161114,20161120,15-44 years,Influenza - Type A (not subtyped),0
20161114,20161120,15-44 years,Influenza - Type A or B,0.1
20161114,20161120,15-44 years,Influenza - Type A(H1N1)pdm09,0
20161114,20161120,15-44 years,Influenza - Type A(H3),0.1
20161114,20161120,15-44 years,Influenza - Type B,0
20161114,20161120,15-44 years,Mycoplasma pneumoniae,0.8
20161114,20161120,15-44 years,Parainfluenza virus,0.1
20161114,20161120,15-44 years,Respiratory syncytial virus,0.4
20161114,20161120,15-44 years,Rhinovirus,1.1
20161114,20161120,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20161114,20161120,45-64 years,Adenovirus,0.1
20161114,20161120,45-64 years,Human metapneumovirus,0.2
20161114,20161120,45-64 years,Influenza - Type A (any subtype),0.3
20161114,20161120,45-64 years,Influenza - Type A (not subtyped),0
20161114,20161120,45-64 years,Influenza - Type A or B,0.3
20161114,20161120,45-64 years,Influenza - Type A(H1N1)pdm09,0.1
20161114,20161120,45-64 years,Influenza - Type A(H3),0.3
20161114,20161120,45-64 years,Influenza - Type B,0.1
20161114,20161120,45-64 years,Mycoplasma pneumoniae,0.4
20161114,20161120,45-64 years,Parainfluenza virus,0.1
20161114,20161120,45-64 years,Respiratory syncytial virus,1
20161114,20161120,45-64 years,Rhinovirus,1.3
20161114,20161120,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20161114,20161120,65-74 years,Adenovirus,0.2
20161114,20161120,65-74 years,Human metapneumovirus,0.4
20161114,20161120,65-74 years,Influenza - Type A (any subtype),0.5
20161114,20161120,65-74 years,Influenza - Type A (not subtyped),0
20161114,20161120,65-74 years,Influenza - Type A or B,0.5
20161114,20161120,65-74 years,Influenza - Type A(H1N1)pdm09,0
20161114,20161120,65-74 years,Influenza - Type A(H3),0.5
20161114,20161120,65-74 years,Influenza - Type B,0
20161114,20161120,65-74 years,Mycoplasma pneumoniae,0.5
20161114,20161120,65-74 years,Parainfluenza virus,0.4
20161114,20161120,65-74 years,Respiratory syncytial virus,2.2
20161114,20161120,65-74 years,Rhinovirus,1.8
20161114,20161120,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0.5
20161114,20161120,75+ years,Adenovirus,0.5
20161114,20161120,75+ years,Human metapneumovirus,0.5
20161114,20161120,75+ years,Influenza - Type A (any subtype),1.4
20161114,20161120,75+ years,Influenza - Type A (not subtyped),0.2
20161114,20161120,75+ years,Influenza - Type A or B,1.4
20161114,20161120,75+ years,Influenza - Type A(H1N1)pdm09,0
20161114,20161120,75+ years,Influenza - Type A(H3),1.1
20161114,20161120,75+ years,Influenza - Type B,0
20161114,20161120,75+ years,Mycoplasma pneumoniae,0.5
20161114,20161120,75+ years,Parainfluenza virus,0.7
20161114,20161120,75+ years,Respiratory syncytial virus,3.2
20161114,20161120,75+ years,Rhinovirus,2.9
20161114,20161120,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0
20161121,20161127,<1 years,Adenovirus,3.6
20161121,20161127,<1 years,Human metapneumovirus,1.8
20161121,20161127,<1 years,Influenza - Type A (any subtype),1.8
20161121,20161127,<1 years,Influenza - Type A (not subtyped),1.8
20161121,20161127,<1 years,Influenza - Type A or B,1.8
20161121,20161127,<1 years,Influenza - Type A(H1N1)pdm09,0
20161121,20161127,<1 years,Influenza - Type A(H3),0
20161121,20161127,<1 years,Influenza - Type B,0
20161121,20161127,<1 years,Mycoplasma pneumoniae,1.8
20161121,20161127,<1 years,Parainfluenza virus,10.8
20161121,20161127,<1 years,Respiratory syncytial virus,144.1
20161121,20161127,<1 years,Rhinovirus,34.2
20161121,20161127,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),1.8
20161121,20161127,1-4 years,Adenovirus,13.8
20161121,20161127,1-4 years,Human metapneumovirus,1.3
20161121,20161127,1-4 years,Influenza - Type A (any subtype),0
20161121,20161127,1-4 years,Influenza - Type A (not subtyped),0
20161121,20161127,1-4 years,Influenza - Type A or B,0.4
20161121,20161127,1-4 years,Influenza - Type A(H1N1)pdm09,0
20161121,20161127,1-4 years,Influenza - Type A(H3),0
20161121,20161127,1-4 years,Influenza - Type B,0.4
20161121,20161127,1-4 years,Mycoplasma pneumoniae,3
20161121,20161127,1-4 years,Parainfluenza virus,2.6
20161121,20161127,1-4 years,Respiratory syncytial virus,50.1
20161121,20161127,1-4 years,Rhinovirus,21.6
20161121,20161127,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),0.4
20161121,20161127,5-14 years,Adenovirus,0.7
20161121,20161127,5-14 years,Human metapneumovirus,0.2
20161121,20161127,5-14 years,Influenza - Type A (any subtype),0.2
20161121,20161127,5-14 years,Influenza - Type A (not subtyped),0.2
20161121,20161127,5-14 years,Influenza - Type A or B,0.2
20161121,20161127,5-14 years,Influenza - Type A(H1N1)pdm09,0
20161121,20161127,5-14 years,Influenza - Type A(H3),0
20161121,20161127,5-14 years,Influenza - Type B,0.2
20161121,20161127,5-14 years,Mycoplasma pneumoniae,1.4
20161121,20161127,5-14 years,Parainfluenza virus,0.2
20161121,20161127,5-14 years,Respiratory syncytial virus,1.2
20161121,20161127,5-14 years,Rhinovirus,3
20161121,20161127,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20161121,20161127,15-44 years,Adenovirus,0.3
20161121,20161127,15-44 years,Human metapneumovirus,0
20161121,20161127,15-44 years,Influenza - Type A (any subtype),0.1
20161121,20161127,15-44 years,Influenza - Type A (not subtyped),0
20161121,20161127,15-44 years,Influenza - Type A or B,0.1
20161121,20161127,15-44 years,Influenza - Type A(H1N1)pdm09,0
20161121,20161127,15-44 years,Influenza - Type A(H3),0
20161121,20161127,15-44 years,Influenza - Type B,0
20161121,20161127,15-44 years,Mycoplasma pneumoniae,0.4
20161121,20161127,15-44 years,Parainfluenza virus,0
20161121,20161127,15-44 years,Respiratory syncytial virus,0.4
20161121,20161127,15-44 years,Rhinovirus,0.9
20161121,20161127,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.1
20161121,20161127,45-64 years,Adenovirus,0.3
20161121,20161127,45-64 years,Human metapneumovirus,0.3
20161121,20161127,45-64 years,Influenza - Type A (any subtype),0.6
20161121,20161127,45-64 years,Influenza - Type A (not subtyped),0.3
20161121,20161127,45-64 years,Influenza - Type A or B,0.7
20161121,20161127,45-64 years,Influenza - Type A(H1N1)pdm09,0.1
20161121,20161127,45-64 years,Influenza - Type A(H3),0.2
20161121,20161127,45-64 years,Influenza - Type B,0.2
20161121,20161127,45-64 years,Mycoplasma pneumoniae,0.2
20161121,20161127,45-64 years,Parainfluenza virus,0.2
20161121,20161127,45-64 years,Respiratory syncytial virus,0.6
20161121,20161127,45-64 years,Rhinovirus,1.3
20161121,20161127,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.3
20161121,20161127,65-74 years,Adenovirus,0.2
20161121,20161127,65-74 years,Human metapneumovirus,0
20161121,20161127,65-74 years,Influenza - Type A (any subtype),1.3
20161121,20161127,65-74 years,Influenza - Type A (not subtyped),0
20161121,20161127,65-74 years,Influenza - Type A or B,1.3
20161121,20161127,65-74 years,Influenza - Type A(H1N1)pdm09,0
20161121,20161127,65-74 years,Influenza - Type A(H3),1.3
20161121,20161127,65-74 years,Influenza - Type B,0
20161121,20161127,65-74 years,Mycoplasma pneumoniae,0
20161121,20161127,65-74 years,Parainfluenza virus,0.4
20161121,20161127,65-74 years,Respiratory syncytial virus,4
20161121,20161127,65-74 years,Rhinovirus,2.5
20161121,20161127,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20161121,20161127,75+ years,Adenovirus,0
20161121,20161127,75+ years,Human metapneumovirus,0.5
20161121,20161127,75+ years,Influenza - Type A (any subtype),2.5
20161121,20161127,75+ years,Influenza - Type A (not subtyped),0.9
20161121,20161127,75+ years,Influenza - Type A or B,2.5
20161121,20161127,75+ years,Influenza - Type A(H1N1)pdm09,0
20161121,20161127,75+ years,Influenza - Type A(H3),1.6
20161121,20161127,75+ years,Influenza - Type B,0
20161121,20161127,75+ years,Mycoplasma pneumoniae,0
20161121,20161127,75+ years,Parainfluenza virus,1.4
20161121,20161127,75+ years,Respiratory syncytial virus,3.4
20161121,20161127,75+ years,Rhinovirus,3.4
20161121,20161127,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0.7
20161128,20161204,<1 years,Adenovirus,5.4
20161128,20161204,<1 years,Human metapneumovirus,3.6
20161128,20161204,<1 years,Influenza - Type A (any subtype),1.8
20161128,20161204,<1 years,Influenza - Type A (not subtyped),1.8
20161128,20161204,<1 years,Influenza - Type A or B,1.8
20161128,20161204,<1 years,Influenza - Type A(H1N1)pdm09,0
20161128,20161204,<1 years,Influenza - Type A(H3),0
20161128,20161204,<1 years,Influenza - Type B,0
20161128,20161204,<1 years,Mycoplasma pneumoniae,3.6
20161128,20161204,<1 years,Parainfluenza virus,10.8
20161128,20161204,<1 years,Respiratory syncytial virus,149.5
20161128,20161204,<1 years,Rhinovirus,48.6
20161128,20161204,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),3.6
20161128,20161204,1-4 years,Adenovirus,10.4
20161128,20161204,1-4 years,Human metapneumovirus,2.6
20161128,20161204,1-4 years,Influenza - Type A (any subtype),0.9
20161128,20161204,1-4 years,Influenza - Type A (not subtyped),0.4
20161128,20161204,1-4 years,Influenza - Type A or B,1.3
20161128,20161204,1-4 years,Influenza - Type A(H1N1)pdm09,0
20161128,20161204,1-4 years,Influenza - Type A(H3),0.4
20161128,20161204,1-4 years,Influenza - Type B,0.4
20161128,20161204,1-4 years,Mycoplasma pneumoniae,3.9
20161128,20161204,1-4 years,Parainfluenza virus,5.2
20161128,20161204,1-4 years,Respiratory syncytial virus,46.6
20161128,20161204,1-4 years,Rhinovirus,24.2
20161128,20161204,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),0.4
20161128,20161204,5-14 years,Adenovirus,1
20161128,20161204,5-14 years,Human metapneumovirus,0.2
20161128,20161204,5-14 years,Influenza - Type A (any subtype),0.3
20161128,20161204,5-14 years,Influenza - Type A (not subtyped),0
20161128,20161204,5-14 years,Influenza - Type A or B,0.3
20161128,20161204,5-14 years,Influenza - Type A(H1N1)pdm09,0
20161128,20161204,5-14 years,Influenza - Type A(H3),0.3
20161128,20161204,5-14 years,Influenza - Type B,0
20161128,20161204,5-14 years,Mycoplasma pneumoniae,1.9
20161128,20161204,5-14 years,Parainfluenza virus,0.5
20161128,20161204,5-14 years,Respiratory syncytial virus,1.9
20161128,20161204,5-14 years,Rhinovirus,4.2
20161128,20161204,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.3
20161128,20161204,15-44 years,Adenovirus,0.1
20161128,20161204,15-44 years,Human metapneumovirus,0
20161128,20161204,15-44 years,Influenza - Type A (any subtype),0.3
20161128,20161204,15-44 years,Influenza - Type A (not subtyped),0
20161128,20161204,15-44 years,Influenza - Type A or B,0.3
20161128,20161204,15-44 years,Influenza - Type A(H1N1)pdm09,0
20161128,20161204,15-44 years,Influenza - Type A(H3),0.2
20161128,20161204,15-44 years,Influenza - Type B,0
20161128,20161204,15-44 years,Mycoplasma pneumoniae,0.4
20161128,20161204,15-44 years,Parainfluenza virus,0.1
20161128,20161204,15-44 years,Respiratory syncytial virus,0.5
20161128,20161204,15-44 years,Rhinovirus,0.8
20161128,20161204,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20161128,20161204,45-64 years,Adenovirus,0.3
20161128,20161204,45-64 years,Human metapneumovirus,0.3
20161128,20161204,45-64 years,Influenza - Type A (any subtype),0.3
20161128,20161204,45-64 years,Influenza - Type A (not subtyped),0.1
20161128,20161204,45-64 years,Influenza - Type A or B,0.4
20161128,20161204,45-64 years,Influenza - Type A(H1N1)pdm09,0
20161128,20161204,45-64 years,Influenza - Type A(H3),0.2
20161128,20161204,45-64 years,Influenza - Type B,0.1
20161128,20161204,45-64 years,Mycoplasma pneumoniae,0.1
20161128,20161204,45-64 years,Parainfluenza virus,0.4
20161128,20161204,45-64 years,Respiratory syncytial virus,1.2
20161128,20161204,45-64 years,Rhinovirus,1
20161128,20161204,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20161128,20161204,65-74 years,Adenovirus,0.4
20161128,20161204,65-74 years,Human metapneumovirus,0.2
20161128,20161204,65-74 years,Influenza - Type A (any subtype),1.4
20161128,20161204,65-74 years,Influenza - Type A (not subtyped),0.9
20161128,20161204,65-74 years,Influenza - Type A or B,1.4
